category_code,brand01
stationery.paper,epson
appliances.environment.vacuum,samsung
appliances.kitchen.refrigerators,birjusa
appliances.iron,polaris
computers.network.router,tp-link
computers.notebook,ipower
computers.peripherals.keyboard,genius
,xiaomi
furniture.living_room.shelving,tefal
,a-case
appliances.environment.fan,polaris
computers.notebook,trust
appliances.kitchen.kettle,tefal
electronics.smartphone,samsung
,maestro
electronics.telephone,panasonic
appliances.kitchen.refrigerators,midea
appliances.environment.air_conditioner,samsung
electronics.video.tv,ava
,insight
stationery.cartrige,nv-print
stationery.cartrige,nv-print
stationery.cartrige,nv-print
stationery.cartrige,nv-print
appliances.personal.scales,scarlett
electronics.smartphone,huawei
,
computers.peripherals.keyboard,
computers.peripherals.mouse,genius
computers.peripherals.monitor,samsung
computers.notebook,asus
electronics.tablet,samsung
computers.components.hdd,samsung
,remington
computers.notebook,ipower
computers.peripherals.mouse,steelseries
computers.peripherals.mouse,steelseries
computers.peripherals.mouse,steelseries
computers.peripherals.mouse,steelseries
computers.peripherals.mouse,asus
computers.peripherals.mouse,zowie
computers.peripherals.mouse,zowie
computers.peripherals.mouse,zowie
computers.peripherals.mouse,zowie
computers.peripherals.mouse,hyperx
computers.peripherals.mouse,hyperx
,philips
electronics.smartphone,samsung
appliances.personal.hair_cutter,philips
appliances.environment.air_conditioner,ava
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,huawei
electronics.smartphone,huawei
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.kitchen.blender,sencor
appliances.kitchen.blender,sencor
appliances.kitchen.blender,neo
appliances.kitchen.blender,
,sencor
,polaris
appliances.personal.scales,scarlett
computers.components.cpu,
computers.components.cpu,bosch
,jbl
apparel.glove,sony
electronics.smartphone,samsung
appliances.kitchen.blender,braun
computers.notebook,asus
appliances.environment.vacuum,karcher
electronics.video.tv,samsung
electronics.audio.headphone,samsung
appliances.kitchen.microwave,ava
appliances.kitchen.blender,
appliances.kitchen.coffee_grinder,polaris
construction.tools.screw,samsung
electronics.audio.headphone,apple
appliances.personal.massager,bellissima
,a-case
appliances.environment.water_heater,ariston
,berghoff
appliances.environment.air_conditioner,beko
electronics.smartphone,samsung
computers.peripherals.mouse,delux
stationery.battery,duracell
,activision
apparel.glove,nintendo
electronics.smartphone,huawei
appliances.environment.air_conditioner,ava
electronics.smartphone,samsung
electronics.audio.headphone,microlab
appliances.kitchen.washer,lg
electronics.smartphone,samsung
computers.notebook,trust
appliances.kitchen.hood,beko
appliances.environment.vacuum,karcher
appliances.environment.air_conditioner,beko
computers.notebook,lenovo
appliances.kitchen.refrigerators,samsung
appliances.kitchen.refrigerators,atlant
appliances.environment.vacuum,karcher
electronics.smartphone,samsung
appliances.iron,maxwell
construction.tools.screw,sbs
computers.peripherals.mouse,delux
kids.skates,ninebot
appliances.environment.air_conditioner,ava
electronics.smartphone,xiaomi
appliances.environment.vacuum,samsung
appliances.kitchen.refrigerators,ava
electronics.smartphone,samsung
,barkan
electronics.video.tv,samsung
electronics.video.tv,ava
electronics.video.tv,samsung
,a-case
appliances.kitchen.blender,
appliances.kitchen.meat_grinder,philips
electronics.smartphone,xiaomi
electronics.video.tv,samsung
,samsung
appliances.kitchen.washer,indesit
electronics.smartphone,huawei
computers.peripherals.mouse,hyperx
computers.peripherals.mouse,hyperx
appliances.kitchen.kettle,polaris
appliances.environment.air_conditioner,beko
,spigen
,samsung
appliances.environment.vacuum,samsung
electronics.smartphone,samsung
,transcend
stationery.battery,duracell
appliances.environment.fan,polaris
,
computers.peripherals.monitor,samsung
computers.peripherals.keyboard,genius
electronics.audio.headphone,delux
computers.network.router,tp-link
appliances.kitchen.grill,tefal
electronics.smartphone,huawei
electronics.video.tv,lg
appliances.kitchen.washer,samsung
,sony
,xiaomi
,borasco
computers.network.router,tp-link
appliances.iron,tefal
,akvafor
,technodom
appliances.kitchen.mixer,polaris
,sbs
computers.notebook,microlab
electronics.audio.microphone,trust
appliances.kitchen.kettle,vitek
appliances.kitchen.meat_grinder,moulinex
computers.peripherals.mouse,delux
,samsung
,braun
electronics.smartphone,huawei
electronics.smartphone,huawei
electronics.smartphone,samsung
appliances.kitchen.washer,samsung
electronics.smartphone,oppo
electronics.smartphone,huawei
electronics.smartphone,samsung
electronics.smartphone,samsung
construction.tools.screw,samsung
computers.notebook,ipower
computers.components.hdd,samsung
,samsung
appliances.kitchen.kettle,polaris
,delonghi
appliances.environment.water_heater,midea
,xiaomi
computers.peripherals.mouse,bloody
computers.peripherals.keyboard,
electronics.smartphone,samsung
electronics.smartphone,samsung
,akvafor
electronics.audio.microphone,trust
furniture.living_room.chair,dxracer
appliances.environment.vacuum,samsung
computers.notebook,none
furniture.kitchen.table,philips
electronics.audio.headphone,philips
appliances.personal.scales,tefal
computers.notebook,lenovo
,philips
stationery.battery,varta
stationery.battery,duracell
stationery.battery,xiaomi
stationery.battery,xiaomi
appliances.kitchen.kettle,vitek
appliances.environment.vacuum,tefal
electronics.smartphone,samsung
computers.peripherals.printer,epson
appliances.personal.hair_cutter,philips
appliances.kitchen.mixer,bosch
computers.network.router,tp-link
electronics.smartphone,huawei
electronics.audio.headphone,sony
computers.peripherals.printer,epson
computers.notebook,asus
electronics.audio.headphone,apple
electronics.smartphone,samsung
,
appliances.personal.scales,polaris
electronics.smartphone,samsung
computers.network.router,mercusys
electronics.smartphone,huawei
computers.notebook,deepcool
appliances.kitchen.washer,lg
,samsung
appliances.kitchen.juicer,
computers.notebook,lenovo
appliances.kitchen.refrigerators,ava
computers.peripherals.mouse,bloody
apparel.glove,dji
,neoline
appliances.environment.vacuum,bosch
,none
,apple
,polaris
electronics.smartphone,samsung
computers.notebook,ipower
electronics.smartphone,huawei
electronics.smartphone,samsung
,ava
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.audio.headphone,global
electronics.audio.headphone,global
electronics.video.tv,ava
,transcend
appliances.personal.hair_cutter,remington
appliances.environment.vacuum,lg
computers.peripherals.monitor,samsung
,neo
appliances.kitchen.steam_cooker,braun
appliances.kitchen.toster,bosch
appliances.kitchen.washer,lg
,nika
appliances.kitchen.washer,
kids.skates,xiaomi
electronics.video.tv,tcl
,svc
appliances.kitchen.kettle,ava
,mujjo
computers.components.hdd,apple
,apple
electronics.audio.headphone,bloody
computers.notebook,lenovo
appliances.kitchen.blender,braun
appliances.kitchen.washer,samsung
appliances.kitchen.blender,
appliances.kitchen.meat_grinder,philips
furniture.kitchen.table,
furniture.kitchen.table,rondell
appliances.kitchen.microwave,samsung
computers.peripherals.mouse,bloody
computers.peripherals.keyboard,bloody
electronics.audio.headphone,bloody
electronics.smartphone,samsung
,
medicine.tools.tonometer,philips
appliances.kitchen.blender,braun
appliances.environment.vacuum,samsung
electronics.smartphone,samsung
appliances.sewing_machine,janome
stationery.cartrige,hp
electronics.smartphone,apple
,jbl
appliances.personal.hair_cutter,philips
electronics.smartphone,huawei
appliances.environment.air_conditioner,beko
appliances.kitchen.blender,braun
computers.peripherals.keyboard,msi
appliances.environment.fan,polaris
computers.peripherals.mouse,genius
computers.notebook,trust
,transcend
electronics.smartphone,vivo
appliances.personal.scales,ava
,xiaomi
,bestway
electronics.tablet,huion
appliances.kitchen.juicer,braun
appliances.iron,polaris
appliances.environment.water_heater,ariston
electronics.audio.headphone,apple
electronics.smartphone,samsung
,gefest
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
computers.peripherals.mouse,genius
computers.peripherals.mouse,genius
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.environment.water_heater,ariston
electronics.smartphone,samsung
,huawei
appliances.kitchen.microwave,hotpoint-ariston
,scarlett
appliances.personal.hair_cutter,scarlett
furniture.kitchen.table,tefal
appliances.kitchen.blender,neo
computers.peripherals.keyboard,razer
electronics.smartphone,apple
appliances.personal.scales,polaris
,deluxe
,advantek
appliances.kitchen.kettle,ava
electronics.smartphone,samsung
appliances.environment.water_heater,ariston
,delonghi
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,huawei
appliances.iron,vitek
computers.peripherals.mouse,delux
,spigen
electronics.audio.headphone,global
appliances.environment.air_conditioner,beko
computers.notebook,
appliances.environment.water_heater,ariston
appliances.environment.air_conditioner,beko
,svc
,samsung
,sony
electronics.audio.headphone,jbl
appliances.iron,braun
appliances.kitchen.microwave,ava
,xiaomi
electronics.smartphone,samsung
,
furniture.kitchen.chair,simax
,delonghi
,muljhtidom
electronics.smartphone,apple
,delonghi
computers.peripherals.mouse,
computers.network.router,tp-link
,vitek
appliances.environment.fan,polaris
,sbs
computers.peripherals.mouse,steelseries
computers.peripherals.mouse,
appliances.kitchen.microwave,lg
electronics.smartphone,huawei
electronics.smartphone,samsung
,jbl
electronics.audio.headphone,razer
computers.network.router,tp-link
computers.peripherals.mouse,delux
appliances.kitchen.kettle,ava
electronics.audio.headphone,apple
,xiaomi
appliances.environment.water_heater,ariston
computers.notebook,lenovo
computers.peripherals.printer,hp
accessories.bag,transcend
appliances.personal.scales,scarlett
electronics.video.tv,lg
appliances.environment.air_conditioner,samsung
stationery.cartrige,epson
appliances.kitchen.refrigerators,ava
electronics.audio.headphone,apple
,xiaomi
,huawei
electronics.smartphone,huawei
electronics.video.tv,samsung
computers.components.cooler,ship
computers.components.hdd,kingston
electronics.smartphone,huawei
electronics.smartphone,samsung
computers.peripherals.mouse,
electronics.clocks,huawei
computers.peripherals.keyboard,rapoo
computers.peripherals.mouse,logitech
appliances.kitchen.hood,beko
appliances.environment.water_heater,ariston
kids.skates,xiaomi
appliances.environment.water_heater,thermex
appliances.environment.vacuum,samsung
computers.network.router,tp-link
electronics.smartphone,samsung
appliances.ironing_board,perilla
appliances.iron,maxwell
,xiaomi
electronics.smartphone,samsung
appliances.kitchen.microwave,ava
electronics.smartphone,apple
,samsung
electronics.smartphone,samsung
electronics.audio.headphone,neo
computers.network.router,altel
,rondell
electronics.audio.headphone,panasonic
electronics.smartphone,xiaomi
electronics.tablet,samsung
appliances.kitchen.refrigerators,birjusa
computers.components.cooler,ship
,ecocool
electronics.smartphone,samsung
computers.notebook,trust
electronics.smartphone,samsung
furniture.kitchen.table,oral-b
furniture.kitchen.table,philips
computers.notebook,lenovo
appliances.kitchen.kettle,bosch
appliances.iron,rowenta
appliances.kitchen.blender,polaris
appliances.environment.air_conditioner,beko
appliances.environment.air_conditioner,beko
electronics.tablet,samsung
electronics.tablet,samsung
,x-game
electronics.audio.headphone,neo
computers.peripherals.mouse,genius
,ava
stationery.paper,delux
computers.peripherals.monitor,samsung
appliances.environment.vacuum,thomas
appliances.environment.fan,ava
electronics.smartphone,vivo
electronics.smartphone,samsung
appliances.personal.scales,ava
,designskin
,temdan
computers.network.router,tp-link
electronics.video.tv,samsung
electronics.audio.headphone,apple
,xiaomi
electronics.smartphone,samsung
computers.notebook,trust
,philips
,ava
,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.tablet,wacom
computers.peripherals.mouse,logitech
electronics.video.tv,samsung
appliances.kitchen.refrigerators,beko
computers.peripherals.mouse,delux
computers.peripherals.mouse,
computers.peripherals.mouse,bloody
computers.peripherals.mouse,x-game
,xiaomi
electronics.audio.headphone,samsung
computers.peripherals.mouse,genius
computers.peripherals.keyboard,rapoo
,apple
apparel.trousers,ggg
apparel.shirt,ggg
appliances.kitchen.meat_grinder,kenwood
appliances.personal.hair_cutter,rowenta
electronics.smartphone,samsung
appliances.environment.vacuum,tefal
appliances.personal.massager,gezatone
appliances.personal.hair_cutter,philips
appliances.personal.hair_cutter,babyliss
appliances.kitchen.mixer,polaris
appliances.kitchen.refrigerators,atlant
,philips
,polaris
,xiaomi
,rowenta
,
appliances.environment.vacuum,bork
appliances.environment.vacuum,bosch
appliances.environment.vacuum,bosch
appliances.environment.vacuum,samsung
medicine.tools.tonometer,philips
appliances.environment.vacuum,samsung
furniture.kitchen.table,tefal
furniture.kitchen.table,
furniture.kitchen.table,tvs
furniture.kitchen.table,tefal
furniture.kitchen.table,berghoff
furniture.kitchen.table,tvs
appliances.kitchen.juicer,
,luminarc
,emsa
appliances.kitchen.toster,bosch
,braun
,imetec
,polaris
appliances.iron,tefal
appliances.kitchen.kettle,tefal
,neo
medicine.tools.tonometer,philips
electronics.audio.headphone,apple
computers.network.router,mercusys
electronics.smartphone,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
,sony
electronics.smartphone,samsung
appliances.environment.vacuum,samsung
,vitek
appliances.personal.scales,scarlett
computers.peripherals.printer,hp
,ggg
electronics.smartphone,huawei
appliances.kitchen.hood,beko
electronics.audio.headphone,xiaomi
appliances.kitchen.refrigerators,atlant
computers.desktop,oral-b
,delonghi
appliances.personal.massager,beurer
electronics.smartphone,apple
,
appliances.personal.hair_cutter,philips
0.02,1515915625441293616
appliances.environment.water_heater,thermex
appliances.kitchen.kettle,ava
appliances.personal.scales,ava
electronics.audio.headphone,apple
electronics.telephone,nokia
,jbl
,akvafor
electronics.video.tv,samsung
appliances.environment.water_heater,ariston
electronics.smartphone,samsung
electronics.smartphone,oppo
,compliment
electronics.audio.headphone,jbl
appliances.environment.air_conditioner,beko
,nikon
electronics.video.tv,continent
appliances.kitchen.refrigerators,samsung
appliances.kitchen.kettle,tefal
electronics.smartphone,samsung
appliances.environment.air_conditioner,ava
computers.components.hdd,samsung
electronics.video.tv,lg
appliances.kitchen.coffee_grinder,ava
,panasonic
electronics.audio.microphone,trust
appliances.kitchen.microwave,samsung
electronics.audio.headphone,samsung
computers.notebook,lenovo
computers.peripherals.printer,hp
accessories.bag,transcend
computers.peripherals.keyboard,genius
appliances.kitchen.refrigerators,midea
computers.peripherals.mouse,bloody
computers.peripherals.mouse,genius
appliances.personal.hair_cutter,philips
construction.tools.screw,huawei
electronics.smartphone,huawei
computers.peripherals.keyboard,bloody
appliances.kitchen.kettle,vitek
appliances.kitchen.refrigerators,samsung
electronics.smartphone,xiaomi
electronics.smartphone,samsung
electronics.audio.headphone,samsung
computers.peripherals.mouse,none
appliances.kitchen.microwave,ava
electronics.video.tv,samsung
electronics.smartphone,samsung
,barjher
computers.peripherals.printer,hp
electronics.telephone,panasonic
appliances.kitchen.blender,neo
,akvafor
,akvafor
,
appliances.kitchen.refrigerators,beko
appliances.personal.scales,polaris
computers.notebook,asus
electronics.video.tv,tcl
computers.peripherals.printer,hp
appliances.environment.air_conditioner,beko
electronics.video.tv,ava
electronics.smartphone,honor
appliances.environment.air_conditioner,beko
electronics.smartphone,samsung
electronics.smartphone,apple
electronics.smartphone,samsung
electronics.audio.headphone,hyperx
computers.peripherals.mouse,hyperx
computers.peripherals.mouse,
computers.peripherals.mouse,x-game
electronics.smartphone,samsung
electronics.smartphone,apple
electronics.smartphone,oppo
appliances.kitchen.kettle,vitek
electronics.audio.headphone,samsung
computers.peripherals.keyboard,genius
electronics.smartphone,oppo
,polaris
,transcend
electronics.clocks,apple
electronics.smartphone,samsung
appliances.iron,braun
,redmond
appliances.kitchen.blender,braun
appliances.personal.scales,polaris
electronics.smartphone,samsung
apparel.glove,nintendo
computers.network.router,tp-link
electronics.clocks,samsung
computers.peripherals.keyboard,logitech
appliances.kitchen.toster,bosch
appliances.kitchen.refrigerators,beko
electronics.smartphone,samsung
,philips
,bona
appliances.kitchen.refrigerators,birjusa
appliances.kitchen.microwave,ava
stationery.battery,duracell
computers.peripherals.mouse,hyperx
electronics.audio.headphone,hyperx
appliances.kitchen.refrigerators,birjusa
electronics.smartphone,samsung
electronics.smartphone,apple
,muljhtidom
appliances.kitchen.meat_grinder,redmond
electronics.smartphone,samsung
electronics.audio.headphone,samsung
appliances.personal.hair_cutter,philips
appliances.kitchen.blender,braun
furniture.living_room.chair,dxracer
stationery.cartrige,canon
stationery.cartrige,canon
stationery.cartrige,canon
stationery.cartrige,canon
appliances.iron,philips
appliances.kitchen.kettle,ava
,akvafor
electronics.audio.microphone,
electronics.smartphone,huawei
auto.accessories.compressor,continent
appliances.kitchen.blender,neo
electronics.smartphone,samsung
appliances.kitchen.hood,beko
construction.tools.screw,apple
appliances.environment.water_heater,midea
computers.network.router,tp-link
electronics.smartphone,samsung
appliances.ironing_board,perilla
appliances.iron,polaris
electronics.video.tv,tcl
appliances.kitchen.refrigerators,samsung
appliances.environment.vacuum,ozone
appliances.environment.fan,polaris
appliances.kitchen.refrigerators,birjusa
computers.peripherals.mouse,bloody
computers.network.router,altel
computers.network.router,altel
electronics.smartphone,huawei
,ava
electronics.smartphone,samsung
electronics.audio.headphone,xiaomi
electronics.smartphone,samsung
,redmond
appliances.environment.air_heater,ava
computers.network.router,altel
computers.notebook,lenovo
,scarlett
appliances.kitchen.kettle,vitek
appliances.kitchen.washer,lg
computers.notebook,lenovo
computers.peripherals.mouse,logitech
appliances.iron,braun
electronics.audio.headphone,jbl
appliances.kitchen.microwave,ava
computers.peripherals.mouse,none
electronics.smartphone,oppo
electronics.smartphone,samsung
electronics.audio.headphone,xiaomi
appliances.environment.air_conditioner,beko
,ava
electronics.smartphone,samsung
computers.peripherals.mouse,bloody
electronics.audio.headphone,delux
computers.peripherals.keyboard,delux
electronics.smartphone,samsung
furniture.kitchen.table,rondell
,rowenta
electronics.smartphone,huawei
electronics.audio.headphone,huawei
electronics.smartphone,apple
,deluxe
electronics.smartphone,samsung
stationery.cartrige,canon
electronics.smartphone,samsung
appliances.environment.fan,polaris
appliances.kitchen.refrigerators,samsung
appliances.kitchen.kettle,ava
computers.peripherals.mouse,logitech
electronics.audio.headphone,apple
electronics.tablet,apple
appliances.kitchen.refrigerators,lg
appliances.environment.water_heater,midea
electronics.video.tv,samsung
computers.components.cpu,
,ritmix
computers.peripherals.printer,hp
electronics.audio.headphone,samsung
,spigen
,spigen
,apollo
electronics.tablet,apple
,neo
computers.peripherals.keyboard,genius
electronics.audio.headphone,delux
electronics.audio.headphone,panasonic
electronics.smartphone,samsung
computers.network.router,altel
electronics.smartphone,huawei
electronics.smartphone,samsung
appliances.kitchen.kettle,bosch
appliances.kitchen.blender,redmond
appliances.environment.water_heater,thermex
computers.peripherals.mouse,bloody
electronics.smartphone,samsung
computers.notebook,lenovo
electronics.audio.headphone,sony
computers.peripherals.mouse,delux
appliances.kitchen.kettle,tefal
,delonghi
appliances.personal.hair_cutter,philips
appliances.kitchen.kettle,vitek
appliances.kitchen.refrigerators,beko
computers.peripherals.mouse,bloody
appliances.kitchen.washer,samsung
computers.peripherals.mouse,logitech
appliances.kitchen.refrigerators,lg
appliances.kitchen.blender,
appliances.kitchen.kettle,vitek
computers.components.cooler,ship
appliances.iron,polaris
electronics.audio.headphone,apple
electronics.video.tv,lg
appliances.kitchen.washer,samsung
appliances.environment.vacuum,samsung
electronics.telephone,nokia
,akvafor
kids.skates,micro
,karcher
appliances.environment.water_heater,thermex
computers.notebook,lenovo
electronics.clocks,apple
,sony
electronics.smartphone,samsung
,neo
electronics.smartphone,samsung
appliances.environment.fan,polaris
electronics.smartphone,samsung
electronics.audio.headphone,samsung
,sony
appliances.kitchen.blender,philips
,delonghi
appliances.kitchen.refrigerators,beko
computers.peripherals.monitor,samsung
electronics.telephone,panasonic
computers.peripherals.mouse,bloody
computers.peripherals.keyboard,rapoo
,moulinex
computers.peripherals.keyboard,delux
,borasco
computers.components.hdd,samsung
,samsung
electronics.smartphone,samsung
electronics.audio.headphone,xiaomi
computers.notebook,asus
appliances.environment.air_conditioner,beko
,samsung
electronics.audio.headphone,jbl
electronics.smartphone,vivo
computers.peripherals.mouse,logitech
computers.peripherals.mouse,hyperx
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.kitchen.hood,samsung
appliances.kitchen.hood,samsung
appliances.kitchen.oven,samsung
appliances.personal.scales,ava
electronics.smartphone,apple
appliances.kitchen.kettle,ava
electronics.smartphone,huawei
furniture.kitchen.table,philips
appliances.environment.fan,ava
appliances.kitchen.refrigerators,ava
,bona
appliances.environment.air_conditioner,ava
computers.notebook,trust
computers.peripherals.keyboard,genius
appliances.kitchen.blender,philips
appliances.environment.air_conditioner,beko
computers.peripherals.mouse,bloody
computers.peripherals.keyboard,bloody
appliances.kitchen.mixer,philips
appliances.kitchen.blender,braun
,neo
appliances.kitchen.microwave,panasonic
computers.peripherals.mouse,logitech
computers.notebook,ipower
computers.notebook,ipower
electronics.audio.headphone,global
appliances.kitchen.kettle,tefal
appliances.kitchen.coffee_grinder,bosch
appliances.kitchen.refrigerators,beko
electronics.smartphone,samsung
electronics.smartphone,samsung
computers.peripherals.mouse,trust
appliances.personal.hair_cutter,remington
,braun
,xiaomi
electronics.smartphone,samsung
,scarlett
furniture.living_room.cabinet,tvs
furniture.living_room.cabinet,tvs
,king
appliances.environment.vacuum,karcher
electronics.video.tv,samsung
,philips
appliances.personal.scales,none
computers.notebook,apple
,e.gov
electronics.audio.headphone,samsung
electronics.tablet,apple
appliances.sewing_machine,janome
appliances.iron,maxwell
electronics.video.tv,samsung
computers.peripherals.printer,hp
appliances.environment.fan,ava
electronics.smartphone,apple
electronics.smartphone,samsung
appliances.kitchen.washer,lg
electronics.smartphone,samsung
computers.peripherals.mouse,logitech
computers.peripherals.mouse,logitech
electronics.video.tv,aoc
electronics.smartphone,samsung
computers.desktop,philips
computers.desktop,philips
computers.desktop,philips
appliances.personal.scales,ava
electronics.smartphone,samsung
accessories.bag,canon
electronics.smartphone,samsung
appliances.kitchen.refrigerators,midea
electronics.smartphone,samsung
computers.desktop,hp
appliances.environment.fan,polaris
computers.notebook,asus
appliances.environment.fan,polaris
appliances.kitchen.washer,samsung
,nika
appliances.ironing_board,perilla
appliances.iron,scarlett
appliances.environment.vacuum,polaris
appliances.iron,maxwell
electronics.smartphone,samsung
appliances.sewing_machine,janome
,deluxe
computers.network.router,none
appliances.iron,scarlett
electronics.smartphone,huawei
appliances.kitchen.kettle,
computers.notebook,lenovo
electronics.tablet,samsung
stationery.stapler,xiaomi
appliances.environment.air_conditioner,beko
electronics.smartphone,vivo
appliances.environment.vacuum,bork
computers.notebook,microlab
appliances.kitchen.microwave,beko
computers.peripherals.mouse,genius
,delonghi
,apple
appliances.environment.fan,polaris
electronics.audio.headphone,honor
electronics.smartphone,samsung
appliances.environment.vacuum,samsung
appliances.environment.vacuum,samsung
appliances.environment.air_conditioner,ava
electronics.audio.microphone,hyperx
construction.tools.screw,samsung
appliances.personal.hair_cutter,polaris
appliances.kitchen.refrigerators,midea
,aksion
appliances.personal.scales,maxwell
electronics.smartphone,huawei
,philips
appliances.kitchen.kettle,ava
electronics.smartphone,samsung
electronics.smartphone,xiaomi
appliances.environment.air_conditioner,samsung
electronics.smartphone,huawei
electronics.smartphone,samsung
,e.gov
appliances.kitchen.washer,samsung
electronics.smartphone,samsung
furniture.kitchen.table,oral-b
furniture.kitchen.table,philips
electronics.smartphone,samsung
electronics.smartphone,samsung
,designskin
,akvafor
appliances.kitchen.kettle,rondell
appliances.kitchen.microwave,samsung
electronics.smartphone,samsung
electronics.smartphone,samsung
,
electronics.clocks,garmin
computers.components.cooler,ship
computers.components.cooler,ship
,transcend
accessories.bag,transcend
appliances.kitchen.mixer,braun
computers.notebook,lenovo
electronics.audio.headphone,apple
accessories.bag,transcend
57.85,1515915625440940306
electronics.smartphone,samsung
electronics.video.tv,tcl
,ava
computers.components.hdd,toshiba
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.kitchen.washer,lg
,sbs
electronics.smartphone,samsung
electronics.smartphone,samsung
appliances.environment.air_conditioner,beko
electronics.smartphone,samsung
apparel.glove,sony
appliances.iron,tefal
,e.gov
,neo
,sony
electronics.smartphone,apple
,ava
,ava
appliances.kitchen.toster,bosch
appliances.environment.fan,polaris
electronics.clocks,apple
appliances.kitchen.washer,samsung
appliances.personal.hair_cutter,scarlett
appliances.environment.water_heater,thermex
electronics.smartphone,huawei
appliances.kitchen.kettle,bork
appliances.environment.vacuum,filtero
electronics.smartphone,samsung
appliances.kitchen.refrigerators,lg
,gefest
computers.notebook,apple
computers.components.cooler,ship
computers.peripherals.mouse,steelseries
electronics.audio.headphone,hyperx
computers.peripherals.mouse,steelseries
electronics.smartphone,samsung
computers.peripherals.mouse,bloody
computers.notebook,hp
appliances.environment.water_heater,ariston
appliances.environment.vacuum,polaris
electronics.tablet,samsung
,rowenta
,philips
appliances.environment.water_heater,ariston
appliances.kitchen.kettle,maxwell
appliances.kitchen.kettle,vitek
appliances.environment.vacuum,samsung
appliances.sewing_machine,janome
appliances.kitchen.refrigerators,birjusa
appliances.environment.air_conditioner,beko
appliances.environment.fan,polaris
,jbl
electronics.audio.headphone,jbl
stationery.battery,varta
appliances.kitchen.refrigerators,beko
appliances.kitchen.mixer,bosch
furniture.living_room.shelving,fissman
electronics.clocks,elari
computers.peripherals.mouse,steelseries
appliances.kitchen.microwave,bosch
,
electronics.audio.microphone,
electronics.video.tv,lg
appliances.environment.vacuum,samsung
electronics.smartphone,xiaomi
electronics.smartphone,oppo
,e.gov
electronics.smartphone,huawei
electronics.audio.microphone,trust
furniture.kitchen.table,
electronics.smartphone,xiaomi
electronics.audio.headphone,xiaomi
electronics.smartphone,xiaomi
electronics.smartphone,xiaomi
,samsung
,xiaomi
,xiaomi
appliances.personal.scales,ava
,kenwood
,kenwood
appliances.personal.scales,ava
,sony
appliances.environment.air_conditioner,beko
electronics.video.tv,lg
computers.components.cpu,kenwood
appliances.environment.vacuum,philips
appliances.personal.scales,ava
computers.peripherals.mouse,zowie
computers.peripherals.mouse,zowie
appliances.personal.hair_cutter,remington
electronics.smartphone,samsung
appliances.kitchen.meat_grinder,panasonic
appliances.kitchen.refrigerators,ava
electronics.audio.headphone,samsung
appliances.personal.scales,ava
electronics.smartphone,honor
appliances.personal.scales,ava
,panasonic
electronics.smartphone,samsung
appliances.kitchen.refrigerators,birjusa
computers.components.videocards,msi
electronics.smartphone,samsung
,neo
,huawei
computers.peripherals.mouse,logitech
computers.peripherals.mouse,
,ava
,ava
,ava
computers.network.router,d-link
computers.notebook,huntkey
appliances.kitchen.mixer,philips
appliances.environment.water_heater,midea
appliances.kitchen.microwave,ava
appliances.kitchen.kettle,ava
appliances.kitchen.hood,beko
,kenwood
,kenwood
computers.components.cpu,kenwood
furniture.bedroom.bed,fissman
furniture.living_room.shelving,inhouse
,polimerbiht
appliances.kitchen.refrigerators,atlant
,bona
,vitek
appliances.environment.fan,polaris
medicine.tools.tonometer,philips
computers.notebook,asus
electronics.smartphone,samsung
computers.components.cooler,hp
appliances.personal.scales,ava
appliances.personal.scales,ava
appliances.kitchen.microwave,beko
appliances.kitchen.kettle,tefal
electronics.smartphone,xiaomi
appliances.environment.fan,polaris
appliances.kitchen.washer,samsung
appliances.environment.water_heater,aqua
computers.network.router,d-link
computers.peripherals.mouse,none
computers.peripherals.mouse,trust
electronics.tablet,samsung
computers.peripherals.mouse,delux
electronics.smartphone,samsung
electronics.smartphone,honor
appliances.kitchen.microwave,lg
computers.notebook,lenovo
appliances.kitchen.refrigerators,samsung
electronics.smartphone,huawei
appliances.kitchen.blender,polaris
computers.components.motherboard,asrock
,xiaomi
electronics.audio.headphone,bloody
appliances.ironing_board,perilla
,a-case
appliances.personal.massager,beurer
computers.network.router,tp-link
appliances.kitchen.refrigerators,birjusa
electronics.smartphone,samsung
,ava
electronics.smartphone,samsung
computers.peripherals.mouse,genius
computers.peripherals.mouse,genius
appliances.kitchen.blender,moulinex
electronics.audio.headphone,honor
electronics.smartphone,apple
electronics.smartphone,apple
,rowenta
,samsung
electronics.smartphone,samsung
,continent
electronics.smartphone,xiaomi
,philips
electronics.audio.headphone,jbl
electronics.smartphone,fly
electronics.smartphone,samsung
electronics.smartphone,fly
appliances.kitchen.blender,philips
appliances.environment.air_conditioner,beko
electronics.audio.microphone,trust
,ava
electronics.smartphone,apple
electronics.smartphone,samsung
